1.505966441548775691e-06,1.591044792475789369e-06,6.202439246113868720e-06,1.388066040393220589e-05,2.461442489640727193e-05,3.837326743520015176e-05,5.494832675086441939e-05,7.431199411005047744e-05
2.746139715974425710e-05,1.136031041829989518e-05,4.281133299598777924e-05,8.822749829552412667e-05,1.396436661052926731e-04,1.897211695864546696e-04,4.249922050153941600e-04,8.176069700985107635e-04
1.510704179916675628e-05,2.101212240791463680e-05,7.227529137489316162e-05,1.351692325696388195e-04,5.732251079030091338e-04,8.520161328385740529e-04,9.034953924796388855e-04,7.411941215707094780e-04
2.243754476985745483e-05,3.084133075880633534e-05,9.384363386828017321e-05,5.085696538285038731e-04,6.693279173667450108e-04,5.057893487682594766e-04,2.706262912605347272e-04,2.302704934428919097e-04
1.570697758076716379e-06,4.037506090217805454e-05,2.784131844423049949e-04,5.471692687968294317e-04,3.898262638551907525e-04,2.454819128320222948e-04,1.825702986770574875e-04,3.429512829870309202e-04
3.160374996620027893e-06,4.922055742899114915e-05,3.918180451060621094e-04,4.118745612840140117e-04,2.493138493346141169e-04,1.987678267074599516e-04,4.077178416455742925e-04,4.215232093527372225e-04
2.191815927935182937e-05,5.706318099156292245e-05,4.157402119511750360e-04,2.940353533832760374e-04,2.096669453673832883e-04,3.596944495028021969e-04,3.535699818397993800e-04,2.445765236577487119e-04
1.290060728951758213e-04,6.367881967881491737e-05,3.841779744422408509e-04,2.574550659493786832e-04,2.586081217458045876e-04,3.524385871055943950e-04,2.478285015493322438e-04,2.738472833889130532e-04
1.489412591112201738e-04,1.059590167801113510e-04,3.330895726580702237e-04,2.235158888334870672e-04,3.399321126723434984e-04,2.639426490088344962e-04,2.422802856349693355e-04,3.269385671632922216e-04
1.483218162750048425e-04,1.605764792230460138e-04,2.965568584701777687e-04,2.223289944143729924e-04,3.074489684432838332e-04,2.377649761793654867e-04,3.188025572642102829e-04,2.567554628985371052e-04
7.374846705374585678e-05,2.034183154278579558e-04,2.711936593304983237e-04,2.646760421303870543e-04,2.673174000643141848e-04,2.593764812801646114e-04,2.658452792763440890e-04,2.500104079816783888e-04
2.542860186794326779e-06,2.347643089287806321e-04,2.694685964678652005e-04,2.804612582932988827e-04,2.479946399739518413e-04,2.790300161026211794e-04,2.490132216689326899e-04,2.777059004862151605e-04
2.748162141988576808e-06,2.530598689956979684e-04,2.399381399933671376e-04,2.806491290316434455e-04,2.274984480929297820e-04,2.650143341204815473e-04,2.459277452381174243e-04,2.660900514030504582e-04
1.536854562696051633e-06,2.693774887074603026e-04,2.128012668310628986e-04,2.688930618576343867e-04,2.336540105358620822e-04,2.607797384515578147e-04,2.543488566421367816e-04,2.299027098605497719e-04
2.397186946309084837e-06,2.808284407024237749e-04,1.833962177144613447e-04,2.811709803595074616e-04,2.452974847452647680e-04,2.207700294919244890e-04,2.706603161304209815e-04,2.438819974946624899e-04
2.967227962075730404e-05,2.863300421706634503e-04,2.014132464510622804e-04,2.458049562973721480e-04,2.576881221958493627e-04,2.277561564745088525e-04,2.272056597257531842e-04,2.720478803607093328e-04
8.561800225229776018e-05,2.830706615176143532e-04,2.211417990646291100e-04,2.199400962563498264e-04,2.828558595320310415e-04,2.509784559845856019e-04,2.211582271031449910e-04,2.215658286323806585e-04
9.053294262682821654e-05,2.845829243619879610e-04,2.331850617550176689e-04,2.068374451658847577e-04,2.389193505875654693e-04,2.857612632702580149e-04,2.574915034800226931e-04,2.254296295655199955e-04
4.951452286377388450e-05,2.932356903793243807e-04,2.482403316812599806e-04,2.136058928545521050e-04,2.029263120569875110e-04,2.268008557981744157e-04,2.713227424287242406e-04,2.771988085044883865e-04
3.393526613792347983e-05,3.137942321038454186e-04,2.617424590310526186e-04,2.177041933274621269e-04,1.966263509650294564e-04,1.906658054743971603e-04,1.946992902172041374e-04,2.139510047674715045e-04
8.829329767686464709e-06,3.216472467235857269e-04,2.715227136327787454e-04,2.609891996812119860e-04,2.319646053334040116e-04,2.184250202547322549e-04,1.973946395790558011e-04,1.901772278315827611e-04
3.350212773068310436e-06,2.861180623367882113e-04,2.911418431748830191e-04,2.947555268879876187e-04,2.910128882249752853e-04,2.849514982892268049e-04,2.809599187418126130e-04,2.797084693014701209e-04
3.152631613985969970e-06,3.107639450376980324e-04,2.908029859566286222e-04,2.695407386241658156e-04,2.525463250725627036e-04,2.416758777907171266e-04,2.320593353952370098e-04,2.196304526673301702e-04
7.287803063212044572e-05,2.773486451475792544e-04,2.489385824062344938e-04,2.028183056663992101e-04,1.763266999563892960e-04,1.665542052668113793e-04,1.600864306420517885e-04,1.690086643426161079e-04
1.521934303193089688e-05,2.650489965532037149e-04,2.131812980180266561e-04,1.794783597646342941e-04,1.758455866373183612e-04,1.970947918204964664e-04,2.375460094018769469e-04,2.794135813224922623e-04
1.285869300172835675e-04,2.215637786116753029e-04,1.638798120078846184e-04,1.539647310010898245e-04,1.971353931783452170e-04,2.714576279952070109e-04,2.871750613839535579e-04,2.127763980842432736e-04
5.789209663938947110e-05,2.279230986580267279e-04,1.620017294299016218e-04,1.935448681285286473e-04,2.743400264083503660e-04,2.677742550436997297e-04,1.797176025548873339e-04,1.655234728407634450e-04
8.880350609102697929e-05,1.530210256798434081e-04,1.432584220107268225e-04,2.438275671053734121e-04,2.766002364552778308e-04,1.636777179859502467e-04,1.668922890673161456e-04,2.758684119933456033e-04
4.661287259287415772e-05,1.760371017809247887e-04,1.621013394304450940e-04,2.966982203967212430e-04,1.895127785566230586e-04,1.529961842284913458e-04,2.760769294840523247e-04,2.196594255218785893e-04
2.327967252858431672e-06,1.504492090039101352e-04,2.241896147971854554e-04,2.829278125528165186e-04,1.611616437491625081e-04,2.583148514061633385e-04,2.468248126996958774e-04,1.664564157526209629e-04
